"gid","huc12","area_sqkm","tss_hay_pas_kg","tss_crop_kg","tss_wooded_kg","tss_wetland_kg","tss_open_land_kg","tss_barren_kg","tss_dev_ld_kg","tss_dev_md_kg","tss_dev_hd_kg","tss_dev_os_kg","tss_farm_animal_kg","tss_streambank_eros_kg","tss_subsurface_kg","tss_pt_source_kg","tss_septic_kg","tn_hay_pas_kg","tn_crop_kg","tn_wooded_kg","tn_wetland_kg","tn_open_land_kg","tn_barren_kg","tn_dev_ld_kg","tn_dev_md_kg","tn_dev_hd_kg","tn_dev_os_kg","tn_farm_animal_kg","tn_streambank_eros_kg","tn_subsurface_kg","tn_pt_source_kg","tn_septic_kg","tp_hay_pas_kg","tp_crop_kg","tp_wooded_kg","tp_wetland_kg","tp_open_land_kg","tp_barren_kg","tp_dev_ld_kg","tp_dev_md_kg","tp_dev_hd_kg","tp_dev_os_kg","tp_farm_animal_kg","tp_streambank_eros_kg","tp_subsurface_kg","tp_pt_source_kg","tp_septic_kg","tss_hay_pas_lb_acre","tss_crop_lb_acre","tss_wooded_lb_acre","tss_wetland_lb_acre","tss_open_land_lb_acre","tss_barren_lb_acre","tss_dev_ld_lb_acre","tss_dev_md_lb_acre","tss_dev_hd_lb_acre","tss_dev_os_lb_acre","tn_hay_pas_lb_acre","tn_crop_lb_acre","tn_wooded_lb_acre","tn_wetland_lb_acre","tn_open_land_lb_acre","tn_barren_lb_acre","tn_dev_ld_lb_acre","tn_dev_md_lb_acre","tn_dev_hd_lb_acre","tn_dev_os_lb_acre","tp_hay_pas_lb_acre","tp_crop_lb_acre","tp_wooded_lb_acre","tp_wetland_lb_acre","tp_open_land_lb_acre","tp_barren_lb_acre","tp_dev_ld_lb_acre","tp_dev_md_lb_acre","tp_dev_hd_lb_acre","tp_dev_os_lb_acre"
461,"020403020103",45.83,2918.10,587685.50,1614.60,168.10,688.30,15.50,875.90,1260.70,495.00,3440.50,0.00,231399.00,0.00,0.00,0.00,42.90,3682.90,54.60,402.60,21.10,25.40,20.50,26.80,10.50,80.50,609.60,164.00,25362.50,0.00,66.90,10.10,540.60,3.60,21.30,0.80,0.90,2.20,2.70,1.10,8.70,148.30,34.00,329.40,0.00,0.00,20.603569960436,451.611174118905,1.01526727287033,0.118883629062085,17.0154253806305,0.179501196319574,11.0609972274506,56.0423455574352,54.5220407917778,10.0548392658722,0.302900226620988,2.83015114914783,0.034332709710591,0.284726645213536,0.521611906917484,0.294150347517238,0.258877090036235,1.19134993332217,1.15652813800741,0.235260735620611,0.0713121745657803,0.415427981001199,0.00226369514575325,0.0150637792922214,0.0197767547646439,0.0104226501088785,0.0277819316136447,0.120024060446637,0.121160090648395,0.0254256944086871
66,"020401030102",57.69,113680.60,6201.90,2521.20,245.70,1411.90,0.00,1054.30,2060.30,405.80,4639.30,0.00,601982.00,0.00,0.00,0.00,1615.70,212.60,457.00,166.00,36.60,0.60,24.50,39.90,7.90,107.80,1352.90,525.00,5544.90,0.00,93.50,702.70,37.30,26.90,9.00,2.50,0.00,2.60,4.10,0.80,11.70,295.30,195.00,237.60,0.00,0.00,69.1323824019025,98.2109337166792,0.768941436142846,0.418424370150077,34.9907588154141,0,13.1629465552488,62.2681600018291,111.742647238906,10.1815003459776,0.982552786022892,3.36665288188555,0.139380547484246,0.282696155656951,0.907048496808667,0.424847071104762,0.305882756903722,1.20589214389797,2.17537435482346,0.236580030887502,0.427331709313787,0.5906686382612,0.00820423791537465,0.0153269000054973,0.0619568645361111,0,0.0324610272632522,0.123913729072222,0.220291073906173,0.0256770534451184
140,"020401050202",112.66,46280.60,684894.00,5290.70,2380.60,783.00,5.90,2984.10,4267.00,336.90,11917.20,0.00,1996423.00,0.00,0.00,0.00,1446.10,8579.20,838.10,1020.50,27.30,10.70,67.10,76.80,6.10,268.10,2915.50,1686.00,30577.20,259.00,186.30,565.90,1691.80,49.30,56.10,1.40,0.40,7.30,7.80,0.60,29.20,715.80,583.00,616.60,185.90,0.00,28.1895015899226,400.130926728857,1.0560837121379,0.855691717406236,30.2021633816498,0.312766203861438,13.0201041874795,85.625891813955,92.770078498737,11.9935406464933,0.880819139103364,5.01216720630084,0.16729426335698,0.366812315220139,1.05302561981997,0.567220064630065,0.292768000730497,1.54114565064723,1.67971943853457,0.269817427527007,0.344689544857613,0.98838871685236,0.00984083902099884,0.0201647926348357,0.0540013138369217,0.0212044883973856,0.0318510641629304,0.15652260514386,0.16521830542963,0.0293870529048438
117,"020401040703",43.76,636.40,0.00,2590.20,91.50,62.00,0.00,1233.00,774.70,211.90,8711.10,0.00,717972.00,0.00,0.00,0.00,5.80,0.00,392.80,100.20,21.70,0.00,27.30,15.60,4.30,192.60,18.60,669.00,5110.70,339.60,37.10,2.20,0.00,23.20,5.40,0.50,0.00,3.00,1.60,0.40,21.00,4.90,208.00,207.40,21.50,0.00,166.01830985592,0,0.763103521262173,0.271327698716323,2.29332871715755,0,17.1188378651036,75.2909536566671,42.8690925557615,10.6334183999117,1.51305184972398,0,0.11572352063616,0.297126070069678,0.802665051005141,0,0.379030230103268,1.51612092041307,0.869924955119274,0.235101925568871,0.573916218860819,0,0.00683499409052676,0.016012782219324,0.0184945864286899,0,0.0416516736377218,0.155499581580828,0.0809232516390023,0.025634166339285
206,"020401060804",102.13,164965.90,1217401.00,9363.40,74.30,1141.30,297.30,13994.80,26912.60,6399.60,16095.40,0.00,3537931.00,0.00,0.00,0.00,944.30,7558.40,295.80,33.90,16.90,50.00,369.80,532.90,126.70,425.30,1446.10,2920.00,51355.90,54135.40,1219.80,432.60,2407.40,27.80,1.90,2.00,2.10,39.40,54.40,12.90,45.30,342.60,1314.00,827.90,4817.80,0.00,101.686555596345,590.65269258517,2.13955477637756,0.661169843451785,45.4370245751413,1.8831719694912,12.6799952883278,69.894485198409,79.9998285569325,13.4941883282073,0.582075534699164,3.66714772834567,0.0675908647342292,0.301664302732376,0.672816713677287,0.31671240657437,0.335057468318492,1.38399007016164,1.58384559631279,0.356566366538675,0.266658769788053,1.16801061616471,0.00635235307508983,0.0169074387962099,0.0796232797251227,0.0133019210761235,0.0356983889987793,0.141281778601601,0.16125973316839,0.0379789710891182
136,"020401050102",109.90,107116.80,381235.70,3361.90,638.30,299.00,0.00,1097.50,1040.90,312.30,11710.30,0.00,2386197.00,0.00,0.00,0.00,2020.30,3666.50,1346.90,575.90,18.00,0.00,22.90,21.30,6.40,243.80,2411.60,2416.00,48223.90,0.00,49.40,841.40,827.70,74.60,31.00,0.70,0.00,2.50,2.20,0.70,26.80,589.00,782.00,758.10,0.00,0.00,79.4626484129816,648.571645683322,0.470133806306178,0.404470126652004,17.0345770080894,0,18.3158676978807,49.1359240347719,110.566450255014,11.2311682782852,1.49872278287576,6.23757937385691,0.188352783757337,0.364929258873397,1.02549293025287,0,0.38217163579177,1.0054714016146,2.26585104589206,0.233824823125447,0.624177275410418,1.40811249086087,0.0104321907107412,0.0196437003387312,0.0398802806209451,0,0.0417217943004115,0.103851506270053,0.247827458144444,0.025703467021173
37,"020401010605",80.69,89698.80,14006.30,5560.50,336.40,126.60,0.00,448.50,741.40,152.90,2867.00,0.00,582684.00,0.00,0.00,0.00,1156.40,323.80,876.70,253.20,6.30,0.00,10.00,14.40,3.00,63.90,1221.80,501.00,9306.70,1553.80,33.80,442.30,54.10,51.40,13.60,0.30,0.00,1.10,1.50,0.30,6.90,267.50,164.00,377.70,39.80,0.00,99.0744316550725,188.649224293942,0.833826723954912,0.523100592437905,16.5131348426772,0,14.5771298331519,61.2464258227637,89.1595725889072,10.818748724783,1.27727096422612,4.36122450799843,0.131465855389132,0.393724940562656,0.821743677005263,0,0.325019617238616,1.18957179909333,1.74937029278431,0.241129418735135,0.488530739776213,0.728666602479046,0.00770770499258744,0.0211479430949926,0.0391306512859649,0,0.0357521578962477,0.123913729072222,0.174937029278431,0.0260374489713996
365,"020402050803",90.57,76560.30,1317999.50,2008.30,1626.40,287.30,0.00,1513.60,4452.00,494.70,6577.60,0.00,1477679.00,0.00,0.00,0.00,261.90,7270.30,36.30,811.50,5.80,0.70,35.00,81.90,9.10,152.10,936.70,648.00,33289.60,0.00,211.80,84.10,1331.70,3.00,43.60,0.30,0.00,3.80,8.30,0.90,16.50,220.50,238.00,528.50,0.00,0.00,145.643788476501,462.265023946573,1.28940902640282,0.462245566588634,45.2068753808882,0,11.4189236117939,65.9687798899293,102.166869620047,10.4143739894004,0.498223076476914,2.54992919466113,0.0233060537063299,0.230639619581085,0.912634449039859,0.495654916288889,0.264047520093015,1.21357661118266,1.87935822426204,0.240821315341128,0.159986868009578,0.467070232112874,0.001926120141019,0.0123917281746584,0.0472052301227513,0,0.0286680164672417,0.122987617494702,0.185870593608333,0.0261246002835543
213,"020401060811",149.85,245118.80,2435755.70,16286.60,395.30,13927.70,273.70,15447.70,45956.50,18298.30,42463.10,0.00,8677415.00,0.00,0.00,0.00,978.20,9592.40,346.80,73.10,108.80,32.50,364.80,979.70,390.10,1002.60,3114.80,5300.00,35885.40,72605.00,2253.60,523.50,4162.80,39.90,4.40,21.80,1.50,39.40,100.50,40.00,108.40,729.30,3166.00,914.60,45402.70,0.00,193.231551959973,1291.3619505655,2.2053089358368,1.83543220992035,108.542971345861,3.06924775086581,12.6620281963881,60.5974066518498,67.5830279786064,11.9175811986448,0.771132626821139,5.08559227618947,0.0469589195380376,0.339413343144897,0.847912812770929,0.364452144330065,0.299015897903401,1.29181463551004,1.44079718959982,0.281387060995578,0.412684451176514,2.20698714892222,0.0054027130610372,0.0204298045121416,0.16989429520594,0.0168208681998492,0.0322950284468037,0.132517475623925,0.147736189653916,0.0304232569438666
36,"020401010604",98.40,73212.30,37020.00,6551.70,269.30,80.90,1.00,617.50,685.80,243.80,6096.50,0.00,1285883.00,0.00,0.00,0.00,1036.20,258.00,1307.80,119.90,6.80,0.90,13.40,14.40,5.10,131.80,1225.20,1155.00,11776.70,2061.50,32.20,392.50,59.00,75.00,6.60,0.20,0.00,1.50,1.50,0.50,14.40,272.90,362.00,478.00,248.90,0.00,88.7780707714178,505.486088182222,0.747882894233185,0.671090341662131,11.7936713905209,0.70807845184127,19.0695894584666,87.1590106643385,69.0518106235606,10.437859057531,1.25650794925638,3.52283659511111,0.149286635389007,0.298788458838802,0.991309832577778,0.637270606657143,0.413817811730287,1.83011046014359,1.44448004175619,0.225655675187826,0.475949980778933,0.805609919037037,0.00856132256780513,0.0164470711287414,0.0291561715464052,0,0.0463228893727934,0.190636506264957,0.141615690368254,0.0246543378050432
158,"020401050702",107.23,56938.70,1671662.80,12947.50,551.40,4289.00,8.80,3258.30,4501.40,1287.20,12748.50,0.00,2683374.00,0.00,0.00,0.00,1986.30,10869.90,1246.50,134.40,96.40,5.40,74.20,91.30,26.10,290.20,2110.10,1907.00,24275.40,9866.00,216.60,989.20,3672.90,83.80,7.80,8.40,0.20,8.10,9.30,2.70,31.50,500.50,1043.00,582.60,844.10,0.00,33.7805333438245,1143.95676542489,2.024381574288,1.80279763088188,54.300483677217,0.855247698694553,13.9644826091145,60.5465682546216,73.758035635498,11.3089157947363,1.1784300200187,7.43851908679911,0.194894121054257,0.439419661934213,1.22046319106638,0.524811087835294,0.31800773703965,1.22804053886501,1.49555992082543,0.257430079117737,0.586871558074055,2.51344876713718,0.0131023885634551,0.0255020339515391,0.106347414989187,0.0194374476976035,0.0347151303237354,0.125090657299503,0.154713095257803,0.0279429617236689
278,"020402030301",73.30,481155.60,1222678.80,2853.90,82.00,1695.20,0.60,1923.70,1826.90,275.60,6196.70,0.00,609388.00,0.00,0.00,0.00,2475.80,7522.90,212.50,13.50,26.30,0.30,45.60,34.50,5.20,146.90,1823.10,598.00,57456.30,2584.50,82.20,1024.50,2357.60,15.00,0.80,3.00,0.00,4.90,3.50,0.50,15.80,439.20,235.00,711.40,43.50,0.00,200.611657671543,764.557822824953,0.854222389321453,1.83493016413945,44.5747593683249,0.991309832577778,13.1334898411148,75.4593305473476,136.602494929218,11.3735412692737,1.03225306338159,4.70417254746696,0.0636049818601944,0.3020921611693,0.691550360657707,0.495654916288889,0.311320443288889,1.42500788433056,2.57740556470222,0.269623059443947,0.427152138070295,1.474239614764,0.00448976342542549,0.0179017576989215,0.0788840715579134,0,0.0334532932481481,0.144566017250926,0.247827458144444,0.0289996210974429
430,"020403010303",76.49,0.50,8201.20,702.70,12.60,387.60,35.10,13418.00,22154.90,8782.80,10607.10,0.00,3439344.00,0.00,0.00,0.00,0.10,144.90,11.90,608.00,39.10,239.30,368.90,472.10,187.20,291.60,175.10,2519.00,19070.50,0.00,1118.00,0.00,14.10,0.80,32.00,0.90,8.00,39.10,48.40,19.20,30.90,46.00,398.00,429.30,0.00,0.00,0.177019612960317,112.759087363896,0.212169048292034,0.00610185827575965,5.23476418402107,0.0680386686028158,11.5754898037844,69.7439511266352,62.412014319456,13.3896886860254,0.0354039225920635,1.99224403246214,0.00359301504863412,0.29443887552872,0.528068316809143,0.463864769135437,0.318244014653157,1.48617774518885,1.33027383984631,0.368096201680479,0,0.193862255746833,0.000241547230160277,0.0154967829225642,0.0121550251950954,0.0155073888553426,0.0337309324286756,0.152363912025292,0.136438342548339,0.0390060789846598
396,"020402060702",220.63,3412.30,112207.00,2740.30,2978.10,457.00,9.60,4367.50,6907.00,1231.40,13641.20,0.00,3526193.00,0.00,0.00,0.00,17.90,917.10,88.60,3870.60,27.30,25.00,104.60,132.40,23.60,326.50,527.20,2367.00,19983.00,0.00,342.40,3.40,108.10,5.60,204.70,0.70,0.80,11.30,13.50,2.40,35.20,134.80,416.00,743.60,0.00,0.00,15.0406693717437,117.880354370554,0.641998046513574,0.253081397707682,8.23688351796444,0.167545323815962,10.6955180182397,58.4213055769173,95.367103737209,10.2096305686372,0.0788992708009881,0.963469952794701,0.0207572261873162,0.32892678485187,0.492050153261333,0.436315947437402,0.256153677093961,1.1198756129121,1.82772750381528,0.244365919468965,0.0149864536716961,0.113565698284928,0.00131196914953692,0.0173955750682524,0.0126166705964444,0.0139621103179969,0.0276724335675121,0.114186712796928,0.185870593608333,0.026345115973377
379,"020402060402",120.11,10447.00,1505949.10,3410.80,783.40,977.80,6.70,9020.90,15688.60,4624.60,23363.90,0.00,4035425.00,0.00,0.00,0.00,171.80,9689.30,124.00,1062.90,29.70,3.40,219.60,319.60,94.20,568.70,2429.00,3121.00,52858.00,3133.40,785.20,48.20,1608.50,8.40,56.40,1.20,0.10,23.60,32.70,9.60,61.10,586.50,726.00,750.30,268.60,0.00,18.4012328019546,522.601046765965,1.06118874425845,0.230012772218532,19.0432761158065,0.644832609540885,11.3873766314795,63.8696650487874,79.041576754124,10.8253628405534,0.30260666175704,3.36242328670303,0.0385796306696518,0.312076302771353,0.578426365963851,0.327228488423732,0.277208250648262,1.30111959955588,1.61002390049701,0.26349983724561,0.084898958653605,0.558188708850156,0.00261345885181512,0.0165595102797105,0.0233707622611657,0.00962436730658037,0.0297910506161156,0.133124564785599,0.16407886884046,0.028309899869363
253,"020402020501",50.44,53.00,5052.30,887.00,664.30,189.20,18.70,19600.90,34554.00,8047.70,18813.00,0.00,2670482.00,0.00,0.00,0.00,3.90,30.60,21.80,114.60,7.50,11.30,529.90,682.40,158.90,508.60,148.50,1595.00,26309.50,0.00,1731.20,1.10,6.00,1.70,6.50,0.30,0.40,56.20,69.70,16.20,54.00,39.80,515.00,368.20,0.00,0.00,3.59859048812481,176.975076577127,0.86053221911968,1.220851171267,13.0247097447025,0.218088163167111,11.2869967454974,63.0127298655124,73.9366463358312,12.32862555714,0.264801941578995,1.07187564935972,0.0211494953515322,0.210611988901397,0.516307204467593,0.131785895389752,0.305138007715925,1.24442573537725,1.45986220942177,0.333298195841249,0.0746877271120244,0.210171695952886,0.00164927257328462,0.0119457061767808,0.0206522881787037,0.00466498744742484,0.0323622495445083,0.127105031881293,0.148834284409268,0.0353875394719376
247,"020402020305",39.75,4030.60,90552.80,631.90,268.60,727.30,2.70,10063.50,32180.70,14168.00,11719.70,0.00,1821322.00,0.00,0.00,0.00,49.70,591.70,15.20,60.10,24.00,5.90,267.00,697.90,307.20,310.90,339.60,1282.00,18184.90,0.00,1694.60,15.40,124.40,1.30,3.40,1.10,0.20,28.40,71.60,31.50,33.10,83.60,418.00,298.20,0.00,0.00,25.2245796160858,407.841349420486,1.47217081834524,0.940868625549085,15.9156653694,0.132501809304951,11.2812919825246,57.8441420294392,62.0356789220934,11.9771689122286,0.311035976509568,2.66496150811573,0.0354122431379136,0.210521982112807,0.525197262292862,0.28954099070341,0.299309878206793,1.25446080173351,1.34509885409847,0.317730130874671,0.0963773448339506,0.560285975341552,0.00302867868942682,0.0119097294373302,0.0240715411884229,0.00981494883740374,0.0318367061463405,0.128699517701847,0.137925175469081,0.0338271705755922
225,"020402010301",89.25,74847.60,1879606.80,6853.50,527.00,3058.80,102.20,8832.40,11882.90,1769.20,22313.40,0.00,3431592.00,0.00,0.00,0.00,1590.10,9752.90,386.40,105.40,45.70,83.00,210.50,223.80,33.30,531.70,1749.80,2269.00,31674.20,2133.50,547.90,654.90,3010.60,27.80,6.10,4.50,2.90,22.70,22.80,3.40,57.40,415.30,1052.00,590.60,1118.40,0.00,38.0283746731836,1299.26274473192,2.08697608207034,1.69013355473468,72.0241927764586,0.654892468580794,12.3007094201461,69.1699096273545,85.5524563803222,12.0162390364195,0.807893887951373,6.74161192814156,0.117663611018017,0.338026710946936,1.07607741921151,0.531859832604755,0.293159201682526,1.3027313008274,1.6102740207239,0.286331724240333,0.332739895113109,2.08105249421844,0.00846544613431905,0.0195632157189403,0.105959483292162,0.0185830543922143,0.0316138426517499,0.13271793413255,0.164412362476314,0.0309111171175383
227,"020402010303",120.02,32409.60,680644.10,4239.00,525.00,896.70,1.30,43113.10,85536.60,26039.20,51289.90,0.00,13754491.00,0.00,0.00,0.00,684.90,2861.40,270.80,188.10,21.10,0.50,1116.70,1750.10,532.80,1328.50,2352.80,5375.00,64976.90,8151.70,4104.20,283.80,1040.90,18.80,10.50,1.40,0.00,119.40,179.20,54.50,142.10,558.70,3975.00,954.40,14.10,0.00,35.9896439452366,1253.44452687359,1.80513010880931,0.933855485561337,41.3445361336043,0.991309832577778,12.6937063598292,64.8365748778654,71.4050207260284,13.3141777998143,0.760555734661723,5.26942960233709,0.115317110985035,0.334587079683976,0.972866858948424,0.381273012529915,0.328787813727644,1.32657236427158,1.46105084038019,0.344860980564465,0.315149244410858,1.91687610018616,0.00800576693692264,0.0186771097112267,0.064550407702739,0,0.0351547102705119,0.135833248201512,0.149450583334686,0.0368872753768991
163,"020401050901",45.56,104972.50,1228051.70,5826.20,519.50,1485.00,0.60,1173.00,869.10,179.60,6534.10,0.00,642024.00,0.00,0.00,0.00,800.30,6350.50,226.20,65.20,20.60,0.30,25.80,16.90,3.50,144.00,1303.80,406.00,23871.70,0.00,43.00,373.00,2169.70,19.00,4.10,2.30,0.00,2.80,1.70,0.40,15.70,347.80,217.00,356.50,0.00,0.00,138.8395882592,1243.36607611465,2.44561710135698,2.0235184991126,71.8095171403902,0.991309832577778,13.0652408271206,76.923872811906,71.2156983723875,10.9119231419246,1.0584993449126,6.42969368990418,0.0949501541874548,0.253962283238,0.996145490297669,0.495654916288889,0.2873684683203,1.49581572951468,1.38783376560889,0.240479474210243,0.493340316946646,2.19675716856706,0.00797547714218232,0.0159700208784632,0.111220127557507,0,0.0311872756316604,0.15046667101627,0.158609573212444,0.0262189426743112
112,"020401040604",78.12,286.30,0.00,4790.80,120.10,360.00,6.50,1184.80,2025.10,398.60,6758.70,0.00,862468.00,0.00,0.00,0.00,3.40,0.00,698.30,275.30,20.50,9.10,26.60,39.20,7.70,152.00,40.70,633.00,9247.80,92.20,90.20,1.40,0.00,41.80,14.60,0.80,0.30,2.90,4.00,0.80,16.50,10.70,262.00,242.10,742.50,0.00,101.361430381078,0,0.692298417771664,0.129620371140546,17.1572855638462,0.39774777233059,13.9988544652938,76.6221962577579,85.8991520142396,10.9369339951737,1.20373336813016,0,0.100908404677706,0.29712313218145,0.977012094607906,0.556846881262826,0.314288933808926,1.48318112355148,1.65936645888019,0.245966527182211,0.495654916288889,0,0.00604034271162553,0.0157573473659614,0.0381273012529914,0.0183575894921811,0.0342645830092438,0.151345012607294,0.172401710013527,0.0267003138059637
419,"020402070504",42.44,5539.50,288965.30,251.20,215.00,274.40,4.70,690.70,1219.70,179.20,1421.30,0.00,246631.00,0.00,0.00,0.00,122.00,2709.10,3.20,524.10,3.70,14.20,17.30,22.90,3.40,35.60,14843.40,66.00,68559.00,0.00,62.10,28.60,348.10,0.30,27.70,0.20,0.50,1.90,2.30,0.30,3.80,4956.70,30.00,500.20,0.00,0.00,10.5158192599858,176.366299201938,1.17627316931289,0.112977266898607,38.3120307125834,0.0960650765590836,11.585409498502,60.1542588455281,59.2142406659793,10.4058247048951,0.231596705427976,1.65346476261326,0.0149843715836036,0.275401793402604,0.516598081765884,0.29023916747638,0.290180374003309,1.12940274457866,1.12348447692148,0.26063980827008,0.0542923424200009,0.212458411969169,0.00140478483596284,0.0145556757818205,0.0279242206359937,0.0102196889956472,0.031869520844294,0.113433463429298,0.0991309832577778,0.0278211031299524
467,"020403020201",79.01,126.20,11631.00,2077.00,385.00,427.00,6.10,1660.70,3390.80,380.00,6206.70,0.00,786942.00,0.00,0.00,0.00,4.20,1102.10,24.70,1140.10,18.10,2.60,39.10,62.40,7.00,146.00,184.30,619.00,11939.70,0.00,162.40,1.10,123.70,2.50,60.20,0.70,0.10,4.20,6.30,0.70,15.80,50.40,148.00,347.30,0.00,0.00,8.17668633145853,29.7316262576383,0.624738453822874,0.0961854596997012,12.269255029296,0.314947394725231,10.2062507065215,64.1475835936017,57.953497904547,10.3425159486645,0.272124267766449,2.81723199196485,0.0074294847421401,0.284833876892544,0.520078491874138,0.134239873161574,0.240298911678804,1.1804910983369,1.06756443508376,0.243286662559011,0.0712706415578794,0.316206875425145,0.000751972139892722,0.0150399082439533,0.0201135328349114,0.00516307204467593,0.0258121593107667,0.119184197428244,0.106756443508376,0.0263282826604957
448,"020403010605",128.15,953.00,89653.90,3101.10,167.80,319.60,0.20,976.60,433.60,38.80,4542.50,0.00,1699948.00,0.00,0.00,0.00,30.30,1289.00,55.10,1382.50,19.70,0.70,22.50,7.90,0.70,104.70,771.60,1493.00,22891.70,0.00,23.90,8.40,183.40,4.80,72.90,0.60,0.00,2.40,0.80,0.10,11.30,198.40,344.00,719.70,0.00,0.00,8.54948661037667,141.859206063759,0.384451479678716,0.0345000082767917,8.22915902576254,0.0734303579687243,12.8226911588802,56.556834658648,42.7364683377975,9.56665586251233,0.271825230109563,2.03958240094614,0.0068308911451734,0.28424470466427,0.507241654591746,0.257006252890535,0.295423460039735,1.03044048386374,0.771018758671605,0.220501677227307,0.0753574895353243,0.29019349288869,0.000595068557111295,0.0149883826184631,0.0154489844038095,0,0.0315118357375717,0.10434840342924,0.110145536953086,0.023798175288143
